cluster,n,mean_total_vehicles,mean_vehicles_per_mpx,peak_hour
0,2203,35.524285065819335,0.18312900590104403,16
1,2306,7.913703382480485,0.04911409366869037,11
3,3591,6.930103035366193,0.037021860206070734,22
2,3577,5.819122169415712,0.031649315068493146,5
